1,1,6.26,6.56,8.03,12.09,12.45,1.46,2.16,2.45,4.05,4.12,5.42,7.30
1,2,6.26,6.56,8.03,12.09,12.45,1.47,2.17,2.45,4.06,4.13,5.43,7.30
1,3,6.26,6.56,8.03,12.10,1.00,1.48,2.18,2.45,4.07,4.14,5.44,7.30
1,4,6.26,6.56,8.03,12.10,12.45,1.49,2.19,2.45,4.08,4.15,5.45,7.30
1,5,6.25,6.55,8.02,12.11,12.45,1.50,2.20,2.45,4.09,4.16,5.46,7.30
1,6,6.25,6.55,8.02,12.11,12.45,1.51,2.21,2.45,4.10,4.17,5.47,7.30
1,7,6.25,6.55,8.02,12.12,12.45,1.52,2.23,2.45,4.12,4.19,5.49,7.30
1,8,6.24,6.54,8.01,12.12,12.45,1.53,2.24,2.45,4.13,4.20,5.50,7.30
1,9,6.24,6.54,8.01,12.12,12.45,1.54,2.25,2.45,4.14,4.21,5.51,7.30
1,10,6.23,6.53,8.00,12.13,1.00,1.55,2.27,2.45,4.16,4.23,5.53,7.30
1,11,6.23,6.53,8.00,12.13,12.45,1.56,2.28,2.45,4.17,4.24,5.54,7.30
1,12,6.22,6.52,7.59,12.14,12.45,1.58,2.29,3.00,4.19,4.26,5.56,7.30
1,13,6.21,6.51,7.58,12.14,12.45,1.59,2.31,3.00,4.20,4.27,5.57,7.30
1,14,6.21,6.51,7.58,12.14,12.45,2.00,2.32,3.00,4.21,4.28,5.58,7.30
1,15,6.20,6.50,7.57,12.15,12.45,2.01,2.34,3.00,4.23,4.30,6.00,7.30
1,16,6.19,6.49,7.56,12.15,12.45,2.03,2.35,3.00,4.25,4.32,6.02,7.30
1,17,6.18,6.48,7.55,12.15,1.00,2.04,2.37,3.00,4.26,4.33,6.03,7.30
1,18,6.17,6.47,7.54,12.16,12.45,2.05,2.38,3.00,4.28,4.35,6.05,7.30
1,19,6.16,6.46,7.53,12.16,12.45,2.07,2.40,3.00,4.29,4.36,6.06,7.30
1,20,6.15,6.45,7.52,12.16,12.45,2.08,2.41,3.00,4.31,4.38,6.08,7.30
1,21,6.14,6.44,7.51,12.17,12.45,2.09,2.43,3.00,4.33,4.40,6.10,7.30
1,22,6.13,6.43,7.50,12.17,12.45,2.11,2.44,3.15,4.34,4.41,6.11,7.30
1,23,6.12,6.42,7.49,12.17,12.45,2.12,2.46,3.15,4.36,4.43,6.13,7.30
1,24,6.11,6.41,7.48,12.17,1.00,2.13,2.48,3.15,4.38,4.45,6.15,7.30
1,25,6.09,6.39,7.46,12.18,12.45,2.15,2.49,3.15,4.40,4.47,6.17,7.30
1,26,6.08,6.38,7.45,12.18,12.45,2.16,2.51,3.15,4.41,4.48,6.18,7.30
1,27,6.07,6.37,7.44,12.18,12.45,2.18,2.53,3.15,4.43,4.50,6.20,7.30
1,28,6.05,6.35,7.42,12.18,12.45,2.19,2.54,3.15,4.45,4.52,6.22,7.30
1,29,6.04,6.34,7.41,12.19,12.45,2.21,2.56,3.15,4.47,4.54,6.24,7.30
1,30,6.03,6.33,7.40,12.19,12.45,2.22,2.58,3.15,4.48,4.55,6.25,7.30
1,31,6.01,6.31,7.38,12.19,1.00,2.23,2.59,3.15,4.50,4.57,6.27,7.30
2,1,6.00,6.30,7.37,12.19,12.45,2.25,3.01,3.30,4.52,4.59,6.28,7.30
